hour,total_volume,total_tx_count,cex_inflow,cex_outflow,cex_tx_count,dex_inflow,dex_outflow,dex_tx_count,inst_inflow,inst_outflow,inst_tx_count
2024-09-26 22:00:00.000 UTC,157208961.79359218,4612,39551068.49380902,46518462.54709299,1749,11411224.207308004,10485074.235218002,640,1100.0,115017.0,2
2024-09-26 23:00:00.000 UTC,63538386.92868588,3652,9604297.384449994,19206248.738370005,1333,6926563.450676999,8838986.640499001,567,0.0,0.0,0
2024-09-27 00:00:00.000 UTC,203104035.46590996,4462,85282518.99459201,56531653.32456294,2224,30378370.58307201,29048107.50737801,589,0.0,0.0,0
2024-09-27 01:00:00.000 UTC,100986826.79064494,3776,30992190.745598003,33988662.647199,1417,8618517.913395999,11044162.891448,687,0.0,0.0,0
2024-09-27 02:00:00.000 UTC,131581090.56009808,3531,44320672.488353945,51934318.60255101,1248,6054026.592366002,5952486.590061003,558,2999984.0,3337412.394,2
2024-09-27 03:00:00.000 UTC,180795603.547462,3831,53005654.23255002,46280001.55775802,1463,5784683.663082999,4650773.698034002,633,0.0,0.0,0
2024-09-27 04:00:00.000 UTC,190952377.19670627,4497,45449406.254475966,49259899.98862999,1721,6452362.882695998,5751881.189019004,753,3000000.0,1600.0,2
2024-09-27 05:00:00.000 UTC,175049398.62596738,5001,87936970.19973806,104259374.92339896,2122,5245841.127375,3436791.8318729987,804,1499992.0,0.0,1
2024-09-27 06:00:00.000 UTC,189410770.17340708,4932,46749869.89503395,45577105.78681299,1811,8618619.254277002,9190011.148672,815,0.0,1700000.0,1
2024-09-27 07:00:00.000 UTC,209042212.7144434,5472,56332507.187308006,60155338.385097,2028,12484405.454957996,11865508.836866986,760,1699979.0391,5799173.516428,5
2024-09-27 08:00:00.000 UTC,361206907.8309863,6182,76748911.64360592,95047444.073173,2095,14779483.053081984,16151811.125966003,894,13417172.5846,3109636.0,3
2024-09-27 09:00:00.000 UTC,438529842.5131553,6854,180096070.98453122,164170921.03834602,2280,8868515.562891003,9582035.985105,779,5602705.12,7308726.338846001,7
