hour,cex_inflow_usd,cex_outflow_usd,cex_tx_count,inst_inflow_usd,inst_outflow_usd,inst_tx_count,stable_inflow_usd,stable_outflow_usd,stable_tx_count
2024-01-31 07:00:00.000 UTC,177013447.15962178,157632800.8594675,9846,1447695.4496141477,628155.4663077599,80,116799619.17105334,132930142.2024154,2576
2024-01-31 08:00:00.000 UTC,610346914.3851633,621897271.7336411,10565,23401129.285698783,1557051.2470211594,70,231406852.2554556,250254637.20970938,3009
2024-01-31 09:00:00.000 UTC,176824960.1345358,220090537.03367472,11420,11196404.869336985,32801037.37768429,72,91018199.62057067,104361375.86864567,3447
2024-01-31 10:00:00.000 UTC,336087706.46124905,311508210.99805,11855,23640719.242032796,16424708.317345092,71,235413409.3538709,182998152.8779904,3227
2024-01-31 11:00:00.000 UTC,330441887.6175166,357182425.79945713,13316,20612461.30240537,20084862.99507757,77,226653166.15264657,227295734.10515362,3641
2024-01-31 12:00:00.000 UTC,170373721.26691243,131868352.96056096,11024,1854831.6532850305,1209894.1074045023,47,107649015.98193632,57705831.03497836,3274
2024-01-31 13:00:00.000 UTC,792685520.2123407,881214596.0569805,11820,1722390.4478965045,1279021.5323756326,62,475007349.7968884,516672578.5346626,3689
2024-01-31 14:00:00.000 UTC,394346447.0712291,346783128.17071944,12678,28845808.869719397,30254205.716235235,94,290133160.42815924,242107129.4366027,3743
2024-01-31 15:00:00.000 UTC,278418709.20917034,307391728.7063112,13428,894823.5364170489,7752136.760290243,65,168975618.7750424,177469373.02928033,4298
2024-01-31 16:00:00.000 UTC,380833210.3694649,283960411.6664669,12677,7840317.953457928,7601059.301289636,93,334385143.0556745,213712722.83981428,4024
2024-01-31 17:00:00.000 UTC,516783149.1806915,606362906.4752795,12742,30832158.949597985,9918231.953820936,86,272426766.1264076,208687282.35838157,3788
2024-01-31 18:00:00.000 UTC,188834446.95736933,249179342.22886983,11692,2431522.9219901855,20089129.37677007,89,143984711.69669533,198684490.169385,3378
2024-01-31 19:00:00.000 UTC,225612358.87095058,206554089.36324134,11879,1888018.010662328,12457821.10891427,49,153893333.55047932,145987676.3705435,3425
2024-01-31 20:00:00.000 UTC,231174705.9535991,180036133.10307604,11560,35472890.767184325,35585465.51801307,74,175254379.6512696,118725786.08790606,3348
2024-01-31 21:00:00.000 UTC,151595420.38682333,199503714.37545133,11858,18363062.936835553,24724951.469318785,70,77537997.87380558,114564621.64762485,3573
2024-01-31 22:00:00.000 UTC,224666952.10683954,277341132.6917931,10226,2435212.149260934,2807027.0385927246,93,186726696.3037938,221557212.28924283,2684
2024-01-31 23:00:00.000 UTC,120335939.8689806,136143910.07721168,9749,338169.2759334769,169652.0979390125,72,58097547.295347854,77580265.14393152,2431
2024-02-01 00:00:00.000 UTC,170812473.0373064,170645488.89851114,9356,5183356.863082315,177388.71263075387,88,104094113.34914152,134189840.57451014,2546
2024-02-01 01:00:00.000 UTC,207064613.96191415,231180052.64801356,9459,1675195.0284308074,1998086.2455036535,68,168494780.92387807,181847029.252826,2254
2024-02-01 02:00:00.000 UTC,270186670.5180641,314021830.5680893,9181,32603689.76079415,32029328.442777902,75,189668799.98881269,227636183.39283046,2241
2024-02-01 03:00:00.000 UTC,168227533.7576956,205252086.42252225,10119,4173288.004499631,739911.0939776122,97,97461015.27800079,120935970.11162443,2415
2024-02-01 04:00:00.000 UTC,277071912.509777,262071307.16419846,14019,30584050.756140932,25807608.209330846,67,183909855.9160447,198708048.9710419,3833
2024-02-01 05:00:00.000 UTC,193990694.48853198,220891965.39699057,9772,621046.482705373,5024.549273433489,63,141830593.60336226,163476268.7243954,2373
2024-02-01 06:00:00.000 UTC,195317004.07622683,212661779.75084022,10042,1163253.2935804562,1733549.016843114,105,89208555.46846895,120155784.88467771,2291
2024-02-01 07:00:00.000 UTC,127668463.6229778,128662735.30877411,10804,4842261.176821532,427931.0161343113,106,72399471.6922183,55840188.61797407,2650
2024-02-01 08:00:00.000 UTC,107808766.622683,125148039.53362712,10773,1050880.2386684024,35213.03399678451,137,58939175.70768554,79831292.23750533,2821
2024-02-01 09:00:00.000 UTC,175749149.87431833,140376184.02799243,10683,6002229.707133079,8199394.8047415605,233,129734092.19673494,90450784.86594687,2973
2024-02-01 10:00:00.000 UTC,363951663.1549607,367908176.68419296,11312,2166274.372014498,14793929.710490514,154,229475312.62446252,245994675.8581663,3356
2024-02-01 11:00:00.000 UTC,187391832.47557122,263996583.12710127,11210,18783398.9920615,1114032.7790571798,168,64011872.87458874,111777103.32640408,3111
2024-02-01 12:00:00.000 UTC,294608240.86603516,379157854.4532544,11778,518763.8081925138,105892.64140476809,163,153287358.05357403,166685435.31225297,3240
2024-02-01 13:00:00.000 UTC,178583813.74371427,269975753.67000324,11983,5565189.6527150525,16135947.06451795,92,126323515.43197988,146937950.4595786,3627
2024-02-01 14:00:00.000 UTC,243808290.97499922,228157211.61701518,12914,4807142.986291948,5427072.861706053,135,137409888.74710214,116129018.37216528,4152
2024-02-01 15:00:00.000 UTC,224572093.5206129,240163942.3582244,12881,3101255.3980983268,7077609.240049789,178,114507882.46226338,139287174.59306046,3975
2024-02-01 16:00:00.000 UTC,174183561.5295633,160935629.10146767,12175,9382918.267367657,13103864.340087285,105,73258314.00328392,59541432.08375188,3808
2024-02-01 17:00:00.000 UTC,274950076.058486,271508722.80255944,13230,801894.5982573497,1690967.8873650713,74,214312915.9781948,210413153.31271166,3786
2024-02-01 18:00:00.000 UTC,250585308.49684817,251127856.7984407,10887,6499161.955596967,4247897.328889416,77,190948712.52471492,178818894.66057184,3421
2024-02-01 19:00:00.000 UTC,209454119.36242726,261933307.05584472,10930,12367042.745761001,18629019.380096592,67,84365694.57186489,66291650.02877384,3289
2024-02-01 20:00:00.000 UTC,116290820.75497374,114793691.00221266,10640,7580266.559919966,9371794.557931975,102,82000872.59739986,85576237.96171302,3135
2024-02-01 21:00:00.000 UTC,341394317.01849395,270531880.41483647,10835,4488261.620260819,4294209.104798124,122,301816640.5375459,233885236.4971978,2878
2024-02-01 22:00:00.000 UTC,180701699.03981423,191553533.57277945,10270,3280748.343116384,3244924.127781994,99,129350996.66816619,117801836.47875154,2577
2024-02-01 23:00:00.000 UTC,178771109.63094676,223519680.0851712,9037,255396.39899912017,1060099.6011727962,72,90744463.74182387,100416661.17602915,2162
2024-02-02 00:00:00.000 UTC,207649767.67880583,264009782.94011924,9753,143717.99813939753,898149.7712856765,53,40922425.367522985,78615960.36727045,2292
2024-02-02 01:00:00.000 UTC,215212085.43055862,199675264.89639816,11476,902202.1707487875,1569321.214358139,61,113248802.87711006,102047788.74937385,2989
2024-02-02 02:00:00.000 UTC,174830827.6712481,192559857.86034364,10418,674185.743647918,1776284.4524073522,59,96966808.25646931,115025070.8241673,2307
2024-02-02 03:00:00.000 UTC,113994339.22934116,154494837.7108406,9857,229056.5899146338,2646985.2584974277,87,84988018.00412548,99750146.2444643,1946
2024-02-02 04:00:00.000 UTC,104739923.8208066,100268117.48298341,8277,5067282.325628913,2556477.217845086,87,68548805.944085,53007221.23312858,1878
2024-02-02 05:00:00.000 UTC,114144487.51052839,124644864.58261763,14761,10614667.663766192,3140917.5758918626,100,86642733.12545982,85854081.16352607,2843
2024-02-02 06:00:00.000 UTC,134746965.34410015,125895715.7364755,12709,236153.8096962618,958982.0286689798,115,100609393.52997774,87209521.82052885,2262
2024-02-02 07:00:00.000 UTC,139397340.35650977,143991887.85474735,11558,571011.7989695084,1748251.0414384773,100,92070365.67758039,86859693.07395653,2695
2024-02-02 08:00:00.000 UTC,213302797.07310843,245383806.1600502,10943,7621341.782035481,4234446.647454838,137,173398854.75389114,186190311.79899383,2647
2024-02-02 09:00:00.000 UTC,194848595.77368733,168781834.21748635,10674,5495053.762129045,8264288.902850426,128,161860446.2151688,135938912.9690453,2929
2024-02-02 10:00:00.000 UTC,405173009.8165517,414192994.7852307,11689,2731172.027407041,3743266.3047557394,124,285648290.65326697,306061868.0044857,3189
2024-02-02 11:00:00.000 UTC,148371874.8243089,168908172.95541456,12172,9137184.15214653,1703940.5106434869,151,100237694.12882815,118874240.24335374,3376
2024-02-02 12:00:00.000 UTC,157919143.0681519,220789144.25805393,11694,2507754.4432728975,654702.7378519145,150,80517003.38711637,105576636.42914584,3272
2024-02-02 13:00:00.000 UTC,185786104.71982908,203177626.08218542,12168,12435804.262422714,8940773.584282335,189,113241821.92322251,113851915.0072543,3423
2024-02-02 14:00:00.000 UTC,469047071.1058665,448968888.2794962,11743,6899867.600834962,3553155.288939209,263,220522944.94987065,194321821.7345536,3689
2024-02-02 15:00:00.000 UTC,182700750.25189328,233795122.0179999,11713,4217442.784707693,22157726.73634609,278,126937007.4236828,176934723.41613445,3675
2024-02-02 16:00:00.000 UTC,208997865.65337828,228088504.59876183,11711,7888309.916841389,10925097.252759416,118,173974390.35005188,182741144.93997225,3647
2024-02-02 17:00:00.000 UTC,161218679.7661868,178750689.06707445,12323,514857.3347884278,2524277.385663832,90,123843221.95199372,133367949.03384215,3519
2024-02-02 18:00:00.000 UTC,371454669.29865736,329675024.4407451,11104,2108461.707767971,3548355.96777075,87,199208628.00367734,220356590.71870917,3402
2024-02-02 19:00:00.000 UTC,170757577.43928656,194992001.58154583,11453,16320139.833810266,14128413.037465876,112,123909258.49103124,125104700.84690922,3304
2024-02-02 20:00:00.000 UTC,100151054.88095444,86493430.67610922,10136,127728.92563213648,1232625.4131146923,158,60371613.344422795,59924442.63022836,2839
2024-02-02 21:00:00.000 UTC,391453519.42389613,240517889.03492004,10664,51933770.061005175,8492107.95588123,33,33169056.217099383,25882753.248961117,3010
2024-02-02 22:00:00.000 UTC,450892351.9587435,222449271.28839567,10239,840690.8077026593,50248280.90774814,22,112053189.50687699,28190198.342640817,2444
2024-02-02 23:00:00.000 UTC,170474838.14304385,185902835.06629658,9466,609159.4817149182,515590.79368302674,12,125851441.98626228,140777007.08317518,2266
2024-02-03 00:00:00.000 UTC,37818093.29238401,63158581.61274422,8765,1378183.6716053153,158060.92483011287,9,20015417.114618182,39302980.75639554,1920
2024-02-03 01:00:00.000 UTC,45983421.63012596,47865128.96187405,8935,110729.00041206065,222746.72013676385,8,14717612.414266467,19125834.466608778,1704
2024-02-03 02:00:00.000 UTC,59816763.03314332,51409864.69085583,8368,43936.576384406886,46515.73677711938,6,27660584.41039551,19030969.42275229,1631
2024-02-03 03:00:00.000 UTC,152745909.1477856,144813044.96482968,9387,9379.436482500003,0.0,7,128037890.2380222,118935637.67570484,1674
2024-02-03 04:00:00.000 UTC,43097664.824598774,40899202.915609136,9323,8178.301840499997,0.0,6,24268186.983625777,22682982.345559586,1821
2024-02-03 05:00:00.000 UTC,35078368.41264011,39121994.24665334,10553,6620.656875000001,130161.45431899998,6,15514029.137474637,17435665.220590603,2300
2024-02-03 06:00:00.000 UTC,123892135.0338268,59603001.39245341,8507,201573.87035890575,1989141.6594641155,7,59570548.81345549,32640987.59843569,1957
2024-02-03 07:00:00.000 UTC,64324517.69963693,81527832.3913932,8181,209280.90908008732,1755.1496690214149,13,48820135.8131138,54103312.125364125,1955
2024-02-03 08:00:00.000 UTC,73483875.47592092,78577708.7919038,8732,195678.66771134987,111.62357787615517,13,31560738.746152736,35259299.12716457,1937
2024-02-03 09:00:00.000 UTC,47486745.54581309,53759628.64924521,8779,435991.9939744797,611609.8307065015,16,32501965.97746743,31551469.43556109,2014
2024-02-03 10:00:00.000 UTC,43722077.69148803,42435268.96739093,8815,104691.71416619801,324002.3528961914,8,13531520.066773457,18153461.043894827,2063
2024-02-03 11:00:00.000 UTC,36548748.72794712,47794048.46388559,9753,1314.8546833333344,2248.738015052537,8,16526615.018985393,20644389.94039379,2455
2024-02-03 12:00:00.000 UTC,79567045.81486174,90690221.125871,9004,29471.189357313542,23752.348163517745,10,50247619.21536797,59159759.53663925,2407
2024-02-03 13:00:00.000 UTC,45896057.92664961,31824254.356607288,9176,97157.29424866031,40231.48842410035,18,22692155.232524436,13473139.440805404,2419
2024-02-03 14:00:00.000 UTC,97669411.61469242,114499000.17554563,9863,1431666.990120502,378.9718745273053,15,78335584.85717121,84667027.45539717,2463
2024-02-03 15:00:00.000 UTC,51052264.536038235,54323441.69995651,10488,22256.06163645026,12767.717535336422,26,29658993.45639244,25405439.371511087,2527
2024-02-03 16:00:00.000 UTC,71562161.12777257,64674482.73634976,10557,15958.687321187086,164067.79863355594,40,46532856.080288485,44877176.83494335,2396
2024-02-03 17:00:00.000 UTC,53461795.54528157,57380883.48340166,10085,7238.964870041349,460857.32773512724,11,21885247.026549328,15163854.873945467,2295
2024-02-03 18:00:00.000 UTC,64512717.340729296,66511918.092556916,9703,59523.69858609192,5235.639256289092,5,17244252.27831302,19397911.44359902,2392
2024-02-03 19:00:00.000 UTC,34092610.264218815,30464331.434778225,9974,4342.667258293862,0.0,7,14354655.153982319,7261653.638427861,2378
2024-02-03 20:00:00.000 UTC,22521535.177840438,25545146.145114586,9010,144862.02383985108,483629.97307917307,8,11547042.487395681,11127714.167005464,2098
2024-02-03 21:00:00.000 UTC,26288465.429348603,29594060.75878937,9018,2497.7788177522216,8209.24658390411,6,15594121.834549103,18162762.557089455,2195
2024-02-03 22:00:00.000 UTC,32481137.09902543,33709266.864813656,8026,60088.169612254846,69064.89521906778,4,8936197.302155608,8294853.989445123,1839
2024-02-03 23:00:00.000 UTC,61743300.86244525,58956829.5803661,11427,1620.7581387041218,36273.09020661645,9,15002794.909092247,12086736.46846604,2449
2024-02-04 00:00:00.000 UTC,35620484.297497906,52470592.102284774,8637,1386.1980876612938,0.0,7,9139237.329527488,15190640.886402689,1614
2024-02-04 01:00:00.000 UTC,42764071.00479154,47324288.068453126,10475,1013.4626510130622,7975.696910776666,11,12622908.6153098,13875716.967022995,1822
2024-02-04 02:00:00.000 UTC,49818416.54918951,64041797.815458134,8754,3163.334069270698,198.3970171791914,15,5217206.376699767,7165343.173271785,1242
2024-02-04 03:00:00.000 UTC,68220074.82605729,84332858.46908858,8692,871.7899343435283,45.192914988704494,4,43814351.42150828,54510575.89945305,1498
2024-02-04 04:00:00.000 UTC,49649064.43776022,50239427.797895715,10219,676.4060282321,3726.392365846543,6,26222822.799435817,24716312.39539765,1338
2024-02-04 05:00:00.000 UTC,33498539.14487369,33364250.89551107,9142,7750.87497541667,2439.352517346669,5,16854640.948653486,15767073.808070188,1806
2024-02-04 06:00:00.000 UTC,38940001.621353455,66702510.45445179,9687,1599.949075,5268.076977043385,9,18559277.86990993,40140689.09738352,1479
2024-02-04 07:00:00.000 UTC,68959486.12269238,52987984.492583394,9739,3473.2859615938364,1007072.8580140009,9,42340451.55155036,28340224.30265001,1498
2024-02-04 08:00:00.000 UTC,39642412.34480815,51085097.566045895,9231,10701.699390747406,0.0,6,13365692.464513276,25942588.325227775,1871
2024-02-04 09:00:00.000 UTC,49330773.87042169,48643638.28483363,9439,2558.1900575777413,645.7409191219892,8,32127197.002856124,25621914.13692693,2070
2024-02-04 10:00:00.000 UTC,78728995.11692074,74179419.97308806,9179,131982.79619895216,171910.33942448784,11,37711548.647485755,32449500.638392508,2153
2024-02-04 11:00:00.000 UTC,38367321.33567824,35939184.81649406,9529,13537.389390851942,12824.857622996491,5,18049143.750745993,16890960.380328976,2122
2024-02-04 12:00:00.000 UTC,231581316.2968361,229996650.34085608,9343,735.6864890785374,240.61955007944542,7,32319107.247158676,23140901.778913595,2302
2024-02-04 13:00:00.000 UTC,72873658.58121695,76531274.19772746,10253,19805.84913221494,19257.92253204456,5,19116211.89979591,22906984.40326128,2286
2024-02-04 14:00:00.000 UTC,79900903.97209638,114796151.8246381,9934,30196.333234929385,113803.97587908895,5,64802773.651192844,60206639.74460385,2695
2024-02-04 15:00:00.000 UTC,50702331.30163888,46211833.69018904,10090,18349.298941804358,0.0,6,33783606.12631645,24381478.328228816,2407
2024-02-04 16:00:00.000 UTC,63322763.27849288,71500996.22617595,10020,3276.5511317568,2502404.958333332,11,34233770.75292835,32239637.798050243,2486
2024-02-04 17:00:00.000 UTC,63723000.03601261,80591820.03428411,9669,17221995.023771036,41084.489399958315,14,19909191.33327962,21846879.541463763,2459
2024-02-04 18:00:00.000 UTC,46656757.83613274,42637250.086554304,9771,1410.1377071373138,3845.9941971856056,7,26404314.55611531,22377148.18827235,2664
2024-02-04 19:00:00.000 UTC,106070763.35454817,116470974.72943173,9951,2503320.2604834177,1917909.4044848522,17,70153563.92167906,74616113.38550338,2556
2024-02-04 20:00:00.000 UTC,67122854.05135198,84756308.36007446,10606,12359.818225073512,9014.550975824048,13,39478726.37161369,61605631.511536725,2497
2024-02-04 21:00:00.000 UTC,79925356.67831229,72054582.09365,9836,2645.6083946280587,100082.63184353989,13,57256982.806172475,49438124.67550096,2403
2024-02-04 22:00:00.000 UTC,49785041.664645486,47009303.376626045,11988,8280.882366000002,0.0,11,23818235.330381744,17435154.610424157,2489
2024-02-04 23:00:00.000 UTC,115099606.57854828,116975234.26536402,12009,68849.98618147816,158868.56869154773,20,55294689.515631355,56480379.34706072,2743
2024-02-05 00:00:00.000 UTC,52670114.25944341,67998980.91172543,9405,12333.335212145217,860876.2967982258,18,39095677.29521375,39929808.35329067,1788
2024-02-05 01:00:00.000 UTC,81369064.00768116,89848588.51369053,8564,5540896.953947142,2436599.445579169,32,52589317.25250252,51727906.79636848,2061
2024-02-05 02:00:00.000 UTC,162804639.95660722,177321147.59537804,11519,255108.93948089192,5702356.617512268,14,100991519.26692402,121910141.9260959,2228
2024-02-05 03:00:00.000 UTC,108083181.9872022,101050583.85095525,11599,567470.137946196,755850.5261165808,19,76346064.15584701,71562583.30195057,2273
2024-02-05 04:00:00.000 UTC,143569209.22006494,122969085.87996222,10256,209365.30166523007,1887021.1432089456,33,78280938.94912438,80685425.70503075,1751
2024-02-05 05:00:00.000 UTC,86933026.41123025,92494691.68064444,12541,1020082.4555575475,1004173.2352411526,7,54449047.74394934,59361055.45144997,2441
2024-02-05 06:00:00.000 UTC,146884812.1320204,285650925.3667219,11269,3415790.0104243318,1424276.6245171563,18,83484391.97259651,96733394.19119723,2200
2024-02-05 07:00:00.000 UTC,145256195.95527232,193734972.90778384,12320,4497049.099932295,3904778.167215356,11,114447682.750753,123330893.26316331,2605
2024-02-05 08:00:00.000 UTC,292358245.51404613,351817937.3024748,12796,3484585.485850771,1226258.6804542826,10,162295173.03370398,184252572.73332968,3145
2024-02-05 09:00:00.000 UTC,355270660.2806781,342506312.9205132,10790,2875645.069345437,3680225.069944361,12,140012466.05478528,167475161.56595328,3503
2024-02-05 10:00:00.000 UTC,192469140.41134357,189217855.52841586,11654,3897583.994751742,223130.67511594977,18,85280527.90168916,85093632.09728585,3534
2024-02-05 11:00:00.000 UTC,241647391.28538355,234741694.38424662,12121,503134.85899347864,1889582.5368808089,26,205297229.3159477,190015381.34115928,3639
2024-02-05 12:00:00.000 UTC,152762708.7165402,185587545.14289042,11496,269111.66733396676,1070595.1575817587,82,90787589.47916438,129942198.69595073,3158
2024-02-05 13:00:00.000 UTC,138765252.69336015,183595129.43635932,11688,8171820.055378905,3554120.5050080568,57,100950501.44725445,137539245.37877077,3516
2024-02-05 14:00:00.000 UTC,285440828.2610706,202233328.50498208,11966,2215693.6394335097,598902.3921162691,45,190129121.40769255,141893204.87290606,3387
2024-02-05 15:00:00.000 UTC,203826938.3770368,263495164.6239177,11830,1628583.596001098,6265298.17466413,65,131212079.32766922,147556898.39022672,3736
2024-02-05 16:00:00.000 UTC,482995588.76397306,614496201.2263942,11789,7016892.729308307,1694921.6299074285,50,318275653.6355739,342476519.4931527,3616
2024-02-05 17:00:00.000 UTC,326399944.9077731,285646960.211449,11141,16016098.96287083,20424300.598168753,83,224882408.38571796,172742394.68473062,3129
2024-02-05 18:00:00.000 UTC,219505233.08720016,221906199.22161987,11269,12939420.970168458,1789159.9696409323,60,160573095.60516292,165013191.86671102,3156
2024-02-05 19:00:00.000 UTC,231112656.95194778,243787054.55274996,15550,105779713.85828279,69493207.05811177,55,202259352.85293227,188963109.6731101,2903
2024-02-05 20:00:00.000 UTC,163977501.05508748,196257005.20616356,10687,2666101.576397054,52300880.014572755,58,138528454.1036348,153596910.03227022,2861
2024-02-05 21:00:00.000 UTC,203526647.02980682,179488678.39663497,10176,24535786.816920385,26840035.13805619,45,107288827.95736806,107408412.79550853,2624
2024-02-05 22:00:00.000 UTC,166956465.12959516,186861019.34073132,9144,586982.4267965676,1986047.9182177729,36,62239924.031194635,60568366.36703232,2310
2024-02-05 23:00:00.000 UTC,169191795.69562092,243378014.1137874,12662,3847797.7961988836,856318.5636318105,26,140206598.6528189,150944397.4675745,2963
2024-02-06 00:00:00.000 UTC,101757080.0307202,135202917.1528003,9315,1504207.5936163494,3936139.548005838,47,70823993.78817615,93338612.19040799,1864
2024-02-06 01:00:00.000 UTC,54014398.875471085,88805689.88531424,9711,8582401.32294774,1969045.6296003563,29,28689494.900681887,59091342.596207,1972
2024-02-06 02:00:00.000 UTC,221919437.20958653,236244485.2799041,10164,1416301.5960189789,1917268.8653033758,34,69466952.75237218,69412572.88062958,1621
2024-02-06 03:00:00.000 UTC,162590758.90180564,175483929.2035629,9911,6065715.5065710675,5910790.365851776,31,75323290.75620697,81835853.03508224,1798
2024-02-06 04:00:00.000 UTC,95897192.41592647,153536555.50487587,9816,49617.06787042391,2057602.8433047223,29,34085030.95132864,51652754.305016756,2050
2024-02-06 05:00:00.000 UTC,168833923.81056765,156790651.4177258,9472,2034390.8971181037,795744.2824049124,41,103844602.32810396,86945711.9325685,2073
2024-02-06 06:00:00.000 UTC,56620315.759149134,119678467.8640178,7994,91325.53136360671,1362542.9391628546,22,38060303.46561284,40751288.45762084,1709
2024-02-06 07:00:00.000 UTC,194963122.14403123,155371459.6280476,8634,6362214.010832251,3717398.7720947363,29,137527298.86739781,97117184.95512538,1845
2024-02-06 08:00:00.000 UTC,176270294.00657797,225828344.6669922,10274,2759977.7502581137,4791262.160825798,65,127405305.44838037,173304263.61671168,2513
2024-02-06 09:00:00.000 UTC,197859754.02540913,223828159.66208595,10884,469022.49772172206,947239.9338897184,36,121388960.46310005,132074097.0972559,2576
2024-02-06 10:00:00.000 UTC,186269704.7687385,223224878.46898592,10424,9913741.584118038,1421855.9460211708,51,115591268.91625501,153948338.40816802,2743
2024-02-06 11:00:00.000 UTC,176229726.2759376,127228850.31287694,11595,4348515.811136147,4831669.630769609,41,93980084.30370843,52223963.97674875,3139
2024-02-06 12:00:00.000 UTC,224982783.91439897,169244289.39537874,11161,655629.9528514226,427318.8423384777,34,111277797.60360304,106181802.01131292,2858
2024-02-06 13:00:00.000 UTC,189525512.18844303,175225626.26751584,12496,6762564.356946393,1690545.6806515446,44,66600426.056767575,72054250.22286434,2928
2024-02-06 14:00:00.000 UTC,870019798.2523482,830163005.8297107,12194,6227489.614874513,1123673.7495348074,27,678460504.2412016,684528302.161928,3162
2024-02-06 15:00:00.000 UTC,144137978.7706222,202978182.83336893,12637,182755.97694281366,2769865.491997784,35,102442786.7048287,147941766.48177865,3028
2024-02-06 16:00:00.000 UTC,341539204.23193866,293484039.8827479,12165,173314.76785876582,1373264.8952052162,36,259414824.36839494,204932167.78438988,3125
2024-02-06 17:00:00.000 UTC,648451428.1183393,506174351.88346124,12836,3189156.838110088,11676475.963072632,63,392581133.9032083,323415818.54918057,3162
2024-02-06 18:00:00.000 UTC,180837259.23428103,195851381.43703568,12051,2988027.3849442257,4413400.251233951,44,135543290.6740288,145591552.91483036,3008
2024-02-06 19:00:00.000 UTC,148031068.5425069,171250975.56266174,13247,7953764.25539538,9267357.870860256,31,51304277.32007448,55039914.46018445,2850
2024-02-06 20:00:00.000 UTC,266299414.69544724,301738883.9341027,13169,36841867.93929502,848481.347531542,58,182044950.93772453,197165197.20883843,2677
2024-02-06 21:00:00.000 UTC,369748389.27232295,295195202.29955614,12568,5036894.520275642,42371857.61251204,41,287563620.2640016,207369876.23702332,2985
2024-02-06 22:00:00.000 UTC,240553610.61828586,227389844.9436722,13144,9733085.418166483,11167617.773974776,39,199888723.92284712,146117500.25716546,2669
2024-02-06 23:00:00.000 UTC,156473467.59802395,144401534.59711784,11266,1995429.4337440787,7431442.77514227,30,75166963.23690574,59939340.442818016,2203
2024-02-07 00:00:00.000 UTC,144825021.44853377,173994181.51581028,11466,3505321.494592556,137136.3107542401,15,70482528.75928302,77480557.22807762,2052
2024-02-07 01:00:00.000 UTC,160697429.05857024,172568393.3836611,11171,97012.9463218094,3607338.529115754,33,129492085.58037084,146808123.3935288,2209
2024-02-07 02:00:00.000 UTC,471213103.8434416,434532301.04009604,9566,63725.542928229595,57023.602780918736,30,124836516.23143344,138619729.06632355,1856
2024-02-07 03:00:00.000 UTC,312244116.6331739,342251200.1738364,9871,1243124.2018828476,1428377.4347321338,20,231747586.84928447,251899390.65348196,2076
2024-02-07 04:00:00.000 UTC,151816991.83039936,148268441.7079556,9561,81048.61150937693,1355451.8381753322,28,96939845.48709756,97074198.3500746,1909
2024-02-07 05:00:00.000 UTC,262964411.02925575,259926132.11437374,12315,370983.8924406256,852400.2313063978,49,67134379.56640936,70872960.68350433,2868
2024-02-07 06:00:00.000 UTC,243375445.357221,243447641.18432066,9883,2435492.7430756423,3507229.867894342,48,144318162.9229377,170660164.45950192,2046
2024-02-07 07:00:00.000 UTC,514354366.3143308,468561296.215455,9686,10186522.547877919,6954366.956698501,34,105316496.46493879,54763127.0597706,2246
2024-02-07 08:00:00.000 UTC,515087182.98056847,556146712.2564973,10619,10708110.597499736,2582574.218660878,29,91897721.61968948,129223995.43888149,2398
2024-02-07 09:00:00.000 UTC,343019029.0061688,371925417.40979195,10435,254608.9183650861,242273.29757843353,23,102384483.23412584,116136297.2075144,2496
2024-02-07 10:00:00.000 UTC,122927774.08367744,137809433.08912534,11326,4662112.870362741,1841474.181692516,46,72040436.16558363,70385270.5438112,2617
2024-02-07 11:00:00.000 UTC,110400892.90084192,157494077.20692438,12423,7325172.014639701,7568202.068262961,42,67381518.58987711,67743959.4679456,3027
2024-02-07 12:00:00.000 UTC,89010747.28016144,124266123.73588267,11125,3401788.419400644,1272972.5130477145,59,57863827.58737181,65525311.23869631,2710
2024-02-07 13:00:00.000 UTC,141248011.6431912,154227891.96150482,12657,2835838.239662949,8510481.91554638,44,85088709.54854846,84144227.84320535,2923
2024-02-07 14:00:00.000 UTC,158185585.22550207,203156259.8488941,12595,214805.8408467267,366909.01152974484,36,92219619.9808926,132029324.81542884,2933
2024-02-07 15:00:00.000 UTC,344272366.78024966,414775270.08119416,11389,5588063.659705209,858175.2472404018,48,217324357.19973347,238948483.6389116,3156
2024-02-07 16:00:00.000 UTC,222370800.7464616,225976180.49154255,10713,575303.816301752,2398898.498224954,42,174328820.90373713,162444834.87978438,2836
2024-02-07 17:00:00.000 UTC,306256582.2845034,276539511.4334432,12048,424604.04487744684,3335521.133903154,53,236498961.13296953,178510621.71339557,2912
2024-02-07 18:00:00.000 UTC,374962833.4633055,274087665.44005156,12132,8998318.682776848,16216013.67988072,51,303911581.307698,211243101.640084,3191
2024-02-07 19:00:00.000 UTC,185302775.07222536,201206781.15937093,11557,23616242.845780283,28210499.603695374,66,135924320.07472658,132802053.43168633,2715
2024-02-07 20:00:00.000 UTC,249468198.08829546,374174201.4319903,11341,14301842.317394821,16624643.910628842,83,172722637.90298837,288544392.1723907,2787
2024-02-07 21:00:00.000 UTC,458588156.7124127,374227911.6569222,12906,32449071.850029383,4478285.413004497,79,379658728.2220646,289988054.27079904,3442
2024-02-07 22:00:00.000 UTC,279885496.83080727,203367951.34732395,11851,399436.95133646735,10461929.815888152,50,203875064.7236417,134141427.94002727,2603
2024-02-07 23:00:00.000 UTC,201698001.92575738,196562880.59926766,12752,2351574.145824265,5969886.274249537,75,113800008.93848832,112029579.86422427,2769
